Property_ID,Property_Type,Location,Bedrooms,Bathrooms,Size_sqft,Price_AED,Price_per_sqft,Furnishing,Year_Built,Listing_Date,Amenities,View_Type,Parking_Spaces,Property_Age
DXB00154,Apartment,Al Barsha,3,2,1454,2627378,1807,Furnished,2014,2025-09-20,"Security, Concierge, Parking",Golf Course View,4,11
DXB00155,Apartment,Mudon,1,1,1137,1679349,1477,Semi-Furnished,2019,2025-04-14,"BBQ Area, Jacuzzi, Swimming Pool, Balcony, Maid Room, Concierge, Steam Room",Golf Course View,2,6
DXB00156,Townhouse,DIFC,3,3,2297,4607782,2006,Unfurnished,2012,2025-08-07,"Parking, Childrens Play Area, Swimming Pool, Concierge, BBQ Area, Security, Storage",Garden View,4,13
DXB00157,Villa,Dubai Silicon Oasis,3,3,3984,4557696,1144,Semi-Furnished,2016,2025-04-20,"Swimming Pool, Gym, Steam Room, Parking, Storage",Marina View,4,9
DXB00158,Townhouse,Dubai Hills Estate,1,1,1843,2266890,1230,Unfurnished,2014,2025-07-19,"Childrens Play Area, Balcony, Sauna, Storage, Maid Room, Pets Allowed, Jacuzzi",Golf Course View,2,11
DXB00159,Penthouse,DIFC,4,3,4674,9843444,2106,Furnished,2019,2025-05-22,"Steam Room, Study Room, Security, Pets Allowed, Parking",Sea View,4,6
DXB00160,Townhouse,Emirates Hills,4,4,2840,5089280,1792,Semi-Furnished,2022,2025-05-21,"Study Room, Concierge, Security, Sauna, Gym",Garden View,4,3
DXB00161,Penthouse,Town Square,4,4,3928,6449776,1642,Semi-Furnished,2024,2025-05-02,"Security, Maid Room, Swimming Pool, Storage, Childrens Play Area, Gym, Jacuzzi",Golf Course View,4,1
DXB00162,Studio,Arabian Ranches,0,1,470,761870,1621,Semi-Furnished,2015,2024-12-03,"Pets Allowed, Balcony, Swimming Pool, Gym, Parking, Garden",Garden View,1,10
DXB00163,Apartment,Deira,2,2,1377,2548827,1851,Furnished,2018,2025-02-16,"Gym, Study Room, Swimming Pool, Maid Room, Security, Steam Room, Storage",Sea View,3,7
DXB00164,Penthouse,The Springs,3,2,4197,5859012,1396,Furnished,2021,2025-01-09,"Childrens Play Area, Pets Allowed, Balcony, Steam Room, Garden",City View,4,4
DXB00165,Penthouse,The Springs,3,3,4155,7562100,1820,Semi-Furnished,2012,2025-05-02,"Parking, Gym, Childrens Play Area, Sauna, BBQ Area, Swimming Pool, Concierge, Jacuzzi",Marina View,4,13
DXB00166,Townhouse,Al Furjan,2,1,2010,2034120,1012,Semi-Furnished,2014,2025-09-02,"Steam Room, Childrens Play Area, Concierge, Sauna, Jacuzzi, Parking, Balcony",Golf Course View,3,11
DXB00167,Villa,Dubai Marina,3,3,4198,5742864,1368,Unfurnished,2015,2025-07-13,"Maid Room, Garden, Concierge",Golf Course View,4,10
DXB00168,Townhouse,Dubai Silicon Oasis,3,3,2685,3836865,1429,Semi-Furnished,2012,2024-12-17,"Storage, Gym, Sauna, Childrens Play Area, Swimming Pool, Pets Allowed",Garden View,4,13
DXB00169,Villa,Al Furjan,3,2,4291,8067080,1880,Semi-Furnished,2017,2024-12-02,"Security, Maid Room, Steam Room, Parking, Balcony",Garden View,4,8
DXB00170,Townhouse,Damac Hills,3,3,3034,3816772,1258,Unfurnished,2020,2025-09-19,"Pets Allowed, Garden, Jacuzzi, Maid Room, Steam Room, Sauna, Security, Swimming Pool",Garden View,4,5
DXB00171,Penthouse,DIFC,3,3,3731,6447168,1728,Furnished,2011,2025-07-15,"Garden, Parking, Pets Allowed, Jacuzzi, Childrens Play Area, Security, Maid Room, Balcony",City View,4,14
DXB00172,Villa,Town Square,4,3,3970,7666070,1931,Furnished,2017,2025-06-17,"Maid Room, Concierge, Jacuzzi, Swimming Pool, Gym, Steam Room",Sea View,4,8
DXB00173,Townhouse,International City,2,1,2310,3312540,1434,Furnished,2013,2025-09-01,"Pets Allowed, Swimming Pool, Jacuzzi, Concierge, Steam Room",Sea View,3,12
DXB00174,Apartment,Downtown Dubai,1,1,1057,2578023,2439,Semi-Furnished,2024,2025-03-01,"Garden, Study Room, Storage, Pets Allowed, Gym, Balcony, Security, Swimming Pool",Marina View,2,1
DXB00175,Studio,Town Square,0,1,430,803670,1869,Furnished,2012,2025-10-10,"Storage, Balcony, Parking",Garden View,1,13
DXB00176,Townhouse,Jumeirah Lake Towers,3,2,2418,2848404,1178,Semi-Furnished,2019,2024-12-27,"Childrens Play Area, Jacuzzi, Pets Allowed",Garden View,4,6
DXB00177,Penthouse,Motor City,3,3,4061,5803169,1429,Semi-Furnished,2015,2025-03-11,"Jacuzzi, Concierge, Childrens Play Area",Garden View,4,10
DXB00178,Villa,Dubai Hills Estate,4,4,4116,7128912,1732,Semi-Furnished,2022,2024-11-19,"Security, Swimming Pool, Maid Room, Garden, BBQ Area",Marina View,4,3
DXB00179,Villa,Emirates Hills,5,5,5329,12283345,2305,Semi-Furnished,2021,2025-10-09,"Security, Jacuzzi, Pets Allowed, Sauna, BBQ Area, Maid Room",Golf Course View,4,4
DXB00180,Penthouse,Deira,3,3,4308,6108744,1418,Unfurnished,2024,2025-06-08,"Security, Maid Room, BBQ Area, Concierge, Parking, Storage, Gym",Marina View,4,1
DXB00181,Apartment,Emirates Hills,2,1,1454,2912362,2003,Semi-Furnished,2013,2025-07-14,"Maid Room, Garden, Steam Room, Parking, Storage, Pets Allowed",Marina View,3,12
DXB00182,Townhouse,Arabian Ranches,3,2,2798,5125936,1832,Unfurnished,2012,2025-05-06,"BBQ Area, Swimming Pool, Steam Room, Balcony, Gym",Garden View,4,13
DXB00183,Apartment,Mirdif,4,4,1885,2770950,1470,Unfurnished,2019,2025-02-06,"Concierge, Pets Allowed, Steam Room, Maid Room, Balcony, Garden",Sea View,4,6
DXB00184,Townhouse,Arabian Ranches,1,1,2176,2347904,1079,Unfurnished,2015,2025-04-16,"Sauna, BBQ Area, Concierge, Swimming Pool, Gym",City View,2,10
DXB00185,Studio,Dubai Marina,0,1,466,619314,1329,Semi-Furnished,2025,2025-10-24,"Steam Room, Swimming Pool, BBQ Area, Maid Room, Balcony, Study Room, Jacuzzi, Gym",Golf Course View,1,0
DXB00186,Studio,Emirates Hills,0,1,514,1082484,2106,Semi-Furnished,2024,2025-01-15,"Pets Allowed, Parking, Sauna, Security, Jacuzzi, Storage",Golf Course View,1,1
DXB00187,Villa,Damac Hills,6,5,6278,11024168,1756,Unfurnished,2016,2025-08-04,"Security, Swimming Pool, BBQ Area, Pets Allowed, Garden, Steam Room, Maid Room",Garden View,4,9
DXB00188,Penthouse,Deira,5,4,5467,7145369,1307,Semi-Furnished,2013,2025-10-19,"Security, Study Room, Childrens Play Area, Jacuzzi, Swimming Pool, Concierge, Storage",Sea View,4,12
DXB00189,Villa,Dubai Silicon Oasis,4,3,4764,4764000,1000,Semi-Furnished,2020,2025-04-17,"Pets Allowed, Maid Room, Storage, Swimming Pool, Gym",Garden View,4,5
DXB00190,Townhouse,Dubai Sports City,3,3,2740,4825140,1761,Furnished,2025,2025-01-22,"Security, Balcony, Swimming Pool",Sea View,4,0
DXB00191,Townhouse,Deira,4,4,2788,4739600,1700,Furnished,2012,2025-01-01,"Storage, Swimming Pool, Gym, Balcony, Jacuzzi, Concierge, Parking",Sea View,4,13
DXB00192,Penthouse,Town Square,4,4,4010,7205970,1797,Unfurnished,2016,2025-10-16,"Swimming Pool, Sauna, Gym, Jacuzzi, Concierge, Balcony",Golf Course View,4,9
DXB00193,Townhouse,International City,2,2,2108,3031304,1438,Unfurnished,2025,2024-12-26,"Study Room, Garden, Security, Storage, Sauna, Parking, Balcony, Pets Allowed",City View,3,0
DXB00194,Penthouse,Downtown Dubai,3,3,3569,8833275,2475,Furnished,2016,2025-07-02,"Concierge, Security, Swimming Pool, Maid Room, Pets Allowed, Childrens Play Area",Garden View,4,9
DXB00195,Villa,Al Barsha,6,5,5492,6612368,1204,Furnished,2012,2024-12-21,"Maid Room, Pets Allowed, Study Room, BBQ Area, Swimming Pool, Gym, Garden, Balcony",Garden View,4,13
DXB00196,Penthouse,DIFC,3,2,4071,6151281,1511,Furnished,2025,2025-04-01,"Garden, Pets Allowed, Childrens Play Area, Steam Room, Balcony, Storage",City View,4,0
DXB00197,Penthouse,Jumeirah Village Circle,4,4,3853,6500011,1687,Unfurnished,2015,2025-01-21,"Steam Room, Pets Allowed, Childrens Play Area, Balcony, Security, Jacuzzi, Maid Room, Parking",Golf Course View,4,10
DXB00198,Townhouse,Damac Hills,2,1,2467,2558279,1037,Semi-Furnished,2021,2024-12-09,"Swimming Pool, Garden, Concierge, Balcony, Gym",City View,3,4
DXB00199,Penthouse,Town Square,3,3,3664,7137472,1948,Semi-Furnished,2024,2024-11-30,"Study Room, Concierge, Sauna, Swimming Pool, Balcony, Maid Room, Security",Marina View,4,1
DXB00200,Villa,Deira,5,5,4569,5720388,1252,Semi-Furnished,2013,2025-08-31,"Jacuzzi, Pets Allowed, Sauna, Steam Room, Study Room, Gym, Childrens Play Area, BBQ Area",Garden View,4,12
DXB00201,Penthouse,JBR (Jumeirah Beach Residence),4,4,4269,6108939,1431,Furnished,2017,2025-08-03,"Security, Swimming Pool, Steam Room, BBQ Area, Maid Room",Marina View,4,8
DXB00202,Apartment,Discovery Gardens,3,3,1734,2235126,1289,Unfurnished,2013,2025-09-07,"Sauna, Parking, Gym, Jacuzzi, Balcony, Storage",Garden View,4,12
DXB00203,Townhouse,Emirates Hills,1,1,1856,4417280,2380,Unfurnished,2014,2025-10-08,"Swimming Pool, Gym, Study Room, Sauna, Balcony, Maid Room, Concierge, Storage",Marina View,2,11
DXB00204,Villa,Jumeirah Lake Towers,3,3,3920,4535440,1157,Semi-Furnished,2012,2024-11-26,"Concierge, Jacuzzi, Swimming Pool, Gym",Golf Course View,4,13
DXB00205,Penthouse,Motor City,3,3,3951,4709592,1192,Unfurnished,2020,2025-10-22,"BBQ Area, Security, Storage",Golf Course View,4,5
DXB00206,Apartment,Al Furjan,2,1,1462,2855286,1953,Furnished,2020,2025-10-14,"Pets Allowed, Security, Parking",City View,3,5
DXB00207,Apartment,International City,2,2,1445,1826480,1264,Semi-Furnished,2021,2025-08-08,"Childrens Play Area, Security, Storage, Parking, Gym",City View,3,4
DXB00208,Penthouse,DIFC,4,4,4193,10335745,2465,Unfurnished,2022,2025-01-17,"Storage, Pets Allowed, Security, Parking",City View,4,3
DXB00209,Studio,Jumeirah Lake Towers,0,1,466,881206,1891,Unfurnished,2024,2025-09-13,"Parking, Study Room, Steam Room, Pets Allowed, Security",Golf Course View,1,1
DXB00210,Apartment,Dubai Sports City,4,4,1771,1965810,1110,Furnished,2019,2025-08-27,"Pets Allowed, BBQ Area, Security, Swimming Pool, Gym, Garden, Storage, Concierge",Marina View,4,6
DXB00211,Studio,Arabian Ranches,0,1,390,483600,1240,Semi-Furnished,2016,2024-11-08,"Pets Allowed, Swimming Pool, Gym, Concierge, Childrens Play Area",Sea View,1,9
DXB00212,Studio,Dubai Hills Estate,0,1,480,799200,1665,Semi-Furnished,2024,2025-04-17,"Security, Parking, Gym, Childrens Play Area, Storage, Concierge",Golf Course View,1,1
DXB00213,Studio,Dubai Silicon Oasis,0,1,392,678160,1730,Unfurnished,2016,2025-10-17,"Study Room, Maid Room, Swimming Pool, Parking, BBQ Area, Storage, Balcony, Jacuzzi",Marina View,1,9
DXB00214,Penthouse,Dubai Silicon Oasis,5,5,5455,6131420,1124,Unfurnished,2014,2025-04-22,"Balcony, Garden, Sauna, Swimming Pool",City View,4,11
DXB00215,Penthouse,Bur Dubai,4,4,4606,6605004,1434,Semi-Furnished,2016,2025-09-17,"BBQ Area, Concierge, Study Room, Swimming Pool, Storage",Sea View,4,9
DXB00216,Apartment,Business Bay,4,3,1853,2603465,1405,Semi-Furnished,2024,2025-07-22,"Swimming Pool, Maid Room, Balcony, Pets Allowed",Sea View,4,1
DXB00217,Apartment,International City,2,2,1149,1166235,1015,Unfurnished,2022,2025-08-23,"BBQ Area, Study Room, Sauna, Swimming Pool, Pets Allowed, Garden, Balcony, Concierge",Sea View,3,3
DXB00218,Apartment,International City,1,1,866,987240,1140,Semi-Furnished,2024,2025-02-01,"Swimming Pool, Gym, Balcony, Maid Room, BBQ Area, Pets Allowed",Marina View,2,1
DXB00219,Studio,Dubai Marina,0,1,461,647244,1404,Furnished,2024,2025-06-16,"Study Room, Maid Room, BBQ Area",Marina View,1,1
DXB00220,Townhouse,Mirdif,1,1,2030,2119320,1044,Unfurnished,2012,2025-03-07,"Swimming Pool, Security, Pets Allowed, Study Room, Storage, Sauna, Gym",Golf Course View,2,13
DXB00221,Apartment,Deira,4,3,2107,3636682,1726,Furnished,2015,2025-04-04,"Maid Room, Childrens Play Area, Balcony, Pets Allowed, Security, Storage, Sauna, BBQ Area",Golf Course View,4,10
DXB00222,Villa,Arabian Ranches,3,3,4442,5579152,1256,Unfurnished,2019,2025-03-11,"Jacuzzi, Gym, Security, Swimming Pool, Childrens Play Area, BBQ Area, Steam Room",Sea View,4,6
DXB00223,Villa,JBR (Jumeirah Beach Residence),5,5,5410,8439600,1560,Semi-Furnished,2012,2025-09-01,"Jacuzzi, Concierge, Security, Balcony, Gym, Steam Room, Swimming Pool, Parking",Golf Course View,4,13
DXB00224,Villa,Discovery Gardens,4,4,4406,7454952,1692,Furnished,2021,2025-02-15,"Concierge, Study Room, Security, Gym",Sea View,4,4
DXB00225,Penthouse,Dubai Marina,5,5,5176,10341648,1998,Semi-Furnished,2011,2025-08-08,"Security, Parking, Pets Allowed, Steam Room, Childrens Play Area, Storage",Golf Course View,4,14
DXB00226,Villa,Bur Dubai,4,3,4310,7042540,1634,Semi-Furnished,2023,2025-05-25,"BBQ Area, Maid Room, Study Room, Garden",Garden View,4,2
DXB00227,Penthouse,Emirates Hills,4,4,5010,7715400,1540,Semi-Furnished,2011,2025-07-05,"Garden, Parking, Gym, Security, Storage, Study Room",Golf Course View,4,14
DXB00228,Villa,International City,4,3,4466,8480934,1899,Furnished,2019,2024-12-27,"Pets Allowed, Swimming Pool, Steam Room, Childrens Play Area, Sauna, Garden",Garden View,4,6
DXB00229,Apartment,Dubai Silicon Oasis,3,3,1539,2891781,1879,Semi-Furnished,2021,2024-11-17,"Gym, Jacuzzi, Parking",Sea View,4,4
DXB00230,Townhouse,Al Furjan,2,1,2241,2521125,1125,Furnished,2021,2025-06-10,"Storage, Garden, Childrens Play Area",Garden View,3,4
DXB00231,Apartment,Bur Dubai,3,3,1753,2620735,1495,Unfurnished,2017,2024-12-07,"Pets Allowed, Parking, Balcony, Childrens Play Area, Study Room",Sea View,4,8
DXB00232,Villa,Mirdif,4,4,4570,5232650,1145,Unfurnished,2015,2025-10-01,"Gym, Jacuzzi, Balcony, Swimming Pool, Pets Allowed, Study Room, Steam Room",Marina View,4,10
DXB00233,Apartment,Deira,2,1,1319,1700191,1289,Unfurnished,2023,2025-05-05,"Garden, Gym, Pets Allowed",Garden View,3,2
DXB00234,Penthouse,Downtown Dubai,4,3,3849,9549369,2481,Furnished,2011,2025-04-25,"Pets Allowed, Security, Parking",Golf Course View,4,14
DXB00235,Penthouse,Emirates Hills,4,3,4022,7613646,1893,Unfurnished,2020,2025-02-22,"Maid Room, Security, Pets Allowed, Gym",Sea View,4,5
DXB00236,Townhouse,The Greens,4,4,2811,3851070,1370,Furnished,2014,2025-07-06,"Balcony, Study Room, Steam Room, Garden, Storage",Sea View,4,11
DXB00237,Studio,Arabian Ranches,0,1,459,787185,1715,Unfurnished,2016,2025-09-19,"Storage, Parking, Jacuzzi, Security, Gym, Balcony, Study Room",Sea View,1,9
DXB00238,Townhouse,International City,4,4,3328,4066816,1222,Furnished,2017,2025-04-15,"BBQ Area, Study Room, Swimming Pool, Jacuzzi, Maid Room",City View,4,8
DXB00239,Apartment,Jumeirah Lake Towers,4,4,1807,2070822,1146,Unfurnished,2023,2024-11-15,"Pets Allowed, Garden, Balcony, Jacuzzi",Golf Course View,4,2
DXB00240,Villa,Deira,4,3,4039,5137608,1272,Semi-Furnished,2018,2025-01-15,"Security, Gym, Swimming Pool, Concierge, Parking",Marina View,4,7
DXB00241,Townhouse,Discovery Gardens,2,1,2186,3427648,1568,Semi-Furnished,2015,2025-10-08,"Balcony, Gym, Parking",Sea View,3,10
DXB00242,Townhouse,Motor City,3,3,2964,5391516,1819,Semi-Furnished,2022,2024-11-20,"Concierge, Garden, Parking, BBQ Area, Study Room, Balcony",Marina View,4,3
DXB00243,Studio,Al Furjan,0,1,384,525696,1369,Unfurnished,2023,2025-08-02,"Concierge, Security, Balcony",Sea View,1,2
DXB00244,Apartment,Dubai Silicon Oasis,4,3,1817,2460218,1354,Furnished,2025,2025-10-05,"Security, Garden, Storage, Parking, Gym",City View,4,0
DXB00245,Penthouse,The Greens,4,4,4812,5533800,1150,Unfurnished,2015,2025-01-06,"Childrens Play Area, Storage, Maid Room, Security, Balcony, Jacuzzi, Gym",City View,4,10
DXB00246,Villa,Palm Jumeirah,5,4,5622,10192686,1813,Unfurnished,2015,2024-11-24,"Swimming Pool, Pets Allowed, Jacuzzi, Gym, Parking, Security",Garden View,4,10
DXB00247,Studio,JBR (Jumeirah Beach Residence),0,1,471,644799,1369,Semi-Furnished,2025,2025-03-21,"BBQ Area, Swimming Pool, Steam Room, Storage, Gym",City View,1,0
DXB00248,Townhouse,DIFC,2,1,2195,5156055,2349,Furnished,2018,2025-03-01,"Gym, Swimming Pool, Security, Concierge, Maid Room, Parking",Golf Course View,3,7
DXB00249,Villa,Jumeirah Village Circle,6,6,5649,10665312,1888,Semi-Furnished,2016,2025-08-20,"Security, Gym, Balcony, Concierge, Sauna",Sea View,4,9
DXB00250,Studio,Bur Dubai,0,1,392,752248,1919,Furnished,2019,2024-12-08,"Pets Allowed, Study Room, BBQ Area, Balcony, Steam Room",City View,1,6
DXB00251,Penthouse,Al Barsha,4,4,4492,4932216,1098,Furnished,2016,2024-11-15,"Parking, Gym, Steam Room, Swimming Pool",Golf Course View,4,9
DXB00252,Townhouse,Bur Dubai,4,4,3023,4111280,1360,Semi-Furnished,2014,2024-11-21,"Balcony, Maid Room, Parking, Storage, Garden, Study Room, BBQ Area, Security",Sea View,4,11
DXB00253,Townhouse,Jumeirah Lake Towers,3,2,2703,2970597,1099,Furnished,2011,2025-04-26,"Jacuzzi, Storage, Balcony, Security, Garden",Golf Course View,4,14
DXB00254,Penthouse,Jumeirah Lake Towers,5,5,4616,7140952,1547,Furnished,2016,2025-08-04,"Gym, Swimming Pool, Study Room, Garden, Concierge, Steam Room, Childrens Play Area, Pets Allowed",Garden View,4,9
DXB00255,Townhouse,JBR (Jumeirah Beach Residence),2,2,2206,4361262,1977,Unfurnished,2023,2025-07-12,"Maid Room, Balcony, Garden, Childrens Play Area",Sea View,3,2
DXB00256,Studio,The Greens,0,1,505,940815,1863,Furnished,2013,2025-10-16,"Maid Room, Jacuzzi, BBQ Area, Storage, Balcony, Swimming Pool, Gym, Childrens Play Area",Marina View,1,12
DXB00257,Villa,Dubai Sports City,4,3,4198,7186976,1712,Furnished,2013,2025-09-08,"Gym, Storage, Childrens Play Area, BBQ Area, Pets Allowed, Parking, Study Room",Garden View,4,12
DXB00258,Studio,Business Bay,0,1,511,818111,1601,Unfurnished,2014,2025-06-01,"Security, Pets Allowed, Swimming Pool, Maid Room, Garden, Gym, Parking, Sauna",Sea View,1,11
DXB00259,Townhouse,JBR (Jumeirah Beach Residence),1,1,2067,2827656,1368,Semi-Furnished,2015,2025-01-26,"Study Room, Maid Room, Parking, Concierge, Steam Room",Sea View,2,10
DXB00260,Townhouse,Emirates Hills,1,1,1830,3257400,1780,Unfurnished,2019,2025-03-07,"Storage, Swimming Pool, Study Room, Gym, Sauna, Garden, Security",Marina View,2,6
DXB00261,Villa,Town Square,3,2,4356,7318080,1680,Semi-Furnished,2021,2025-09-05,"Maid Room, Balcony, Gym, Jacuzzi, Storage, Steam Room, Swimming Pool, Sauna",Sea View,4,4
DXB00262,Townhouse,Discovery Gardens,4,3,3034,5685716,1874,Furnished,2022,2025-06-24,"Study Room, Maid Room, Concierge, Swimming Pool, Jacuzzi, Garden, Balcony, Pets Allowed",City View,4,3
DXB00263,Apartment,Dubai Sports City,4,4,1961,2223774,1134,Furnished,2015,2025-08-19,"Study Room, Swimming Pool, Steam Room, Gym, Pets Allowed, Balcony, Parking, Concierge",Sea View,4,10
DXB00264,Townhouse,The Springs,2,2,2444,3055000,1250,Furnished,2022,2025-07-24,"Security, Garden, Study Room, Balcony, Parking",Garden View,3,3
DXB00265,Apartment,Jumeirah Village Circle,2,1,1462,2213468,1514,Unfurnished,2022,2025-03-06,"Security, Study Room, Garden, Swimming Pool, Maid Room, Childrens Play Area, Balcony, Concierge",Sea View,3,3
DXB00266,Apartment,The Springs,1,1,1138,1882252,1654,Furnished,2014,2025-05-13,"Security, Concierge, Maid Room, BBQ Area, Childrens Play Area, Swimming Pool, Steam Room, Balcony",Sea View,2,11
DXB00267,Studio,Town Square,0,1,488,683200,1400,Unfurnished,2013,2024-12-21,"Concierge, Steam Room, Security, Maid Room, Garden, Storage, Balcony, Jacuzzi",Golf Course View,1,12
DXB00268,Penthouse,Downtown Dubai,5,5,4582,7734416,1688,Unfurnished,2025,2025-03-10,"Steam Room, Swimming Pool, Pets Allowed",City View,4,0
DXB00269,Apartment,Motor City,1,1,877,1175180,1340,Semi-Furnished,2014,2025-09-11,"Balcony, Sauna, Parking, BBQ Area, Security, Gym, Concierge, Swimming Pool",Golf Course View,2,11
DXB00270,Apartment,Dubai Hills Estate,3,2,1363,1416157,1039,Semi-Furnished,2014,2025-05-06,"Sauna, Storage, Jacuzzi, Security",Golf Course View,4,11
DXB00271,Penthouse,Palm Jumeirah,5,5,5106,11217882,2197,Semi-Furnished,2018,2024-12-27,"Gym, Swimming Pool, Pets Allowed, Sauna",Sea View,4,7
DXB00272,Apartment,The Springs,2,1,1309,1857471,1419,Furnished,2021,2025-02-14,"Security, Study Room, Swimming Pool, Storage, Maid Room",City View,3,4
DXB00273,Apartment,Deira,3,3,1448,2775816,1917,Semi-Furnished,2021,2024-11-04,"Steam Room, Sauna, Security, Swimming Pool, Balcony, Childrens Play Area, Parking",Golf Course View,4,4
DXB00274,Studio,The Springs,0,1,430,855700,1990,Furnished,2022,2025-05-01,"Childrens Play Area, Study Room, Maid Room, BBQ Area, Sauna, Storage",Golf Course View,1,3
DXB00275,Apartment,Jumeirah Lake Towers,1,1,1012,1028192,1016,Semi-Furnished,2025,2025-03-17,"Gym, Jacuzzi, Security, Storage, Swimming Pool, Garden",Sea View,2,0
DXB00276,Villa,Jumeirah Village Circle,6,6,4941,6171309,1249,Unfurnished,2020,2025-08-13,"Maid Room, Security, Study Room, Steam Room, Parking",Sea View,4,5
DXB00277,Apartment,Al Barsha,4,3,1830,2823690,1543,Furnished,2011,2025-05-09,"Childrens Play Area, Swimming Pool, Gym, Maid Room, Study Room, Parking, BBQ Area",Golf Course View,4,14
DXB00278,Apartment,Dubai Silicon Oasis,2,2,1332,2105892,1581,Unfurnished,2021,2025-10-09,"Steam Room, Parking, Storage, BBQ Area, Security, Pets Allowed, Gym",Golf Course View,3,4
DXB00279,Apartment,Emirates Hills,3,3,1834,3818388,2082,Unfurnished,2024,2025-03-10,"BBQ Area, Swimming Pool, Pets Allowed, Parking, Study Room, Security, Maid Room",Sea View,4,1
DXB00280,Penthouse,Al Furjan,5,4,5380,9146000,1700,Semi-Furnished,2012,2024-12-31,"Balcony, Swimming Pool, Steam Room, Jacuzzi, Childrens Play Area, Parking",Golf Course View,4,13
DXB00281,Townhouse,Damac Hills,4,4,3385,3716730,1098,Unfurnished,2024,2025-01-03,"Steam Room, Parking, Storage, Childrens Play Area, Garden, Sauna, Pets Allowed",Golf Course View,4,1
DXB00282,Apartment,JBR (Jumeirah Beach Residence),1,1,1033,1490619,1443,Furnished,2019,2025-06-03,"Security, Pets Allowed, Study Room, Maid Room",Golf Course View,2,6
